RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute
0.677728131,-8.384467652,0.106256353,0.543073825,0.465295283,0.03424714,0.978,148765.6767,0.754533333,128.1180508
0.249861478,-8.7646256,0.031214895,5.36e-06,0.043454771,0.244426698,0.628585308,205087.3698,0.3422,83.12706021
0.434717866,-14.28347265,0.150965028,0.519978404,0.113885066,0.138524643,0.583980137,293702.0763,0.0472,133.9424562
0.599631671,-12.27548981,0.074994037,0.342227257,0.354770932,0.0243,0.616180537,315776.4521,0.3544,158.8675569
0.461627829,-7.308620018,0.101331376,0.343262787,1.07e-06,0.335935417,0.572682642,329896.6037,0.260533333,112.5417013
0.543164201,-7.32192542,0.0235,0.094801692,1.07e-06,0.031860651,0.73802007,302530.3851,0.9506,136.591035
0.975,-8.997212871,0.071283319,0.232479168,0.120901927,0.26204571,0.340834468,267180.935,0.220733333,128.0291507
0.39160125,-8.0464417,0.052781592,5.36e-06,0.121851257,0.034043934,0.37823412,139440.2598,0.793666667,118.7342472
0.547940381,-6.546329775,0.125214522,0.219431861,1.07e-06,0.066209309,0.922927775,266976.7023,0.8316,100.5242601
0.675903189,-9.268512644,0.050706272,0.027039229,1.07e-06,0.345189175,0.978,140990.5524,0.4096,51.40462832
0.407392888,-5.486563995,0.051140833,0.081250563,1.07e-06,0.255654567,0.451229562,136768.3194,0.376,123.9916273
0.445234824,-5.090810738,0.18349975,0.675998394,0.054643699,0.380387659,0.343536935,316219.6148,0.2882,91.18194449
0.379673935,-1.357,0.098964172,0.148130938,0.376461645,0.161774981,0.813439494,281879.5244,0.876666667,105.4685572
0.130475553,-14.0689581,0.160257184,0.647654938,0.343328339,0.0243,0.978,216440.9963,0.463866667,137.9512567
0.497980478,-1.357,0.077779246,0.222636293,0.035768001,0.555653562,0.693908625,282454.097,0.337333333,123.26251
0.424330022,-14.42590439,0.079209519,0.008214032,1.07e-06,0.21880915,0.087826283,353059.1208,0.690866667,131.1205005
0.671016442,-11.89401907,0.062156525,5.36e-06,0.339309074,0.080033392,0.676026969,223455.7903,0.848133333,95.04858731
0.582711982,-5.894010554,0.05709087,5.36e-06,0.056735897,0.101636737,0.256990541,213778.5415,0.837733333,123.7174143
0.547848054,-5.468181936,0.142136317,0.522115939,0.115969111,0.188836922,0.445013078,191066.7388,0.739,77.57132951
0.256994271,-5.327898499,0.0235,5.36e-06,0.337062665,0.170177102,0.405461231,224964.99,0.9066,152.4635263
0.574735795,-15.24167421,0.050527753,0.02176746,0.149472291,0.382271426,0.720805608,277192.9542,0.951866667,55.39369795
0.916997206,-1.357,0.0235,0.362000678,0.373295373,0.0243,0.536828927,163668.8875,0.360133333,117.1864412
0.481256812,-1.357,0.0235,0.43627471,0.043679328,0.09425245,0.579129158,231568.4125,0.768133333,126.859897
0.701179388,-4.648955159,0.069091401,0.304733446,1.07e-06,0.128974408,0.978,141632.4829,0.599333333,109.0443593
0.423441645,-12.08019073,0.08817279,5.36e-06,1.07e-06,0.313681481,0.579442206,237680.8372,0.3858,108.4935252
0.294346223,-2.867470975,0.024667946,0.246796899,1.07e-06,0.422599959,0.580745158,136829.7189,0.568866667,116.1970027
0.559835663,-6.429644303,0.0235,0.132120019,1.07e-06,0.051799615,0.978,161768.1364,0.1674,111.1881088
0.353574405,-7.771217405,0.074340685,5.36e-06,0.252692582,0.515715894,0.753515098,183447.9813,0.135,113.6870326
0.860607658,-11.42246313,0.063779117,0.328224585,0.021152305,0.2942487,0.188583505,196588.6236,0.095066667,151.6519426
0.82237801,-11.41570825,0.156552504,5.36e-06,1.07e-06,0.337351138,0.945896682,315313.111,0.405933333,124.9734979
0.621475944,-7.802683452,0.0235,0.269518601,0.0887348,0.0243,0.530966102,250714.881,0.594266667,125.8752286
0.684388682,-9.987951546,0.1214413,0.220356472,1.07e-06,0.404398802,0.502925268,192916.0377,0.221933333,137.1109669
0.582776712,-10.49916909,0.154292901,0.417103109,0.290689059,0.306787133,0.978,209385.6528,0.117866667,110.6507105
0.772674557,-1.357,0.057913735,0.265268531,0.185173779,0.104979357,0.152320586,193502.9328,0.136333333,52.67582493
0.3222964,-13.74408031,0.034149659,0.91697474,0.006731238,0.313624696,0.333638443,231308.1074,0.271066667,139.1404274
0.464491131,-9.440522311,0.094266271,0.580130344,0.199770318,0.136304276,0.660684682,195157.3389,0.074866667,148.937009
0.584438021,-12.95957621,0.040908883,0.406644588,1.07e-06,0.224393248,0.726492266,210069.4531,0.0012,104.2498046
0.686202606,-4.418691141,0.0235,0.12038674,1.07e-06,0.0243,0.658411988,266490.4659,0.575533333,140.7735083
0.611451215,-8.076220531,0.0235,0.908333387,0.372182319,0.236549656,0.455393236,195254.5406,0.249333333,93.70243097
0.714777094,-12.16340558,0.14550697,0.163070711,1.07e-06,0.134543167,0.547165326,248276.1746,0.2606,128.4512582
0.456344779,-10.57537136,0.133248153,5.36e-06,0.464424053,0.121840877,0.694258751,300707.3279,0.958066667,109.9794615
0.635106932,-14.25549964,0.064784876,0.334272888,0.122967804,0.421262711,0.24320668,307031.0645,0.070533333,133.420022
0.704101865,-17.74133286,0.123992838,5.36e-06,0.312040597,0.089875325,0.846282885,265382.9186,0.889466667,137.6841355
0.913248402,-7.95901006,0.053527127,0.386628986,1.07e-06,0.375399826,0.743287078,329368.0506,0.3122,112.0244601
0.540761693,-5.265900134,0.092036033,0.37820717,0.208659128,0.0243,0.525100693,172351.06,0.8044,133.5739649
0.582560387,-10.43994719,0.101885554,0.995,0.075073855,0.304980422,0.196080893,355120.8156,0.697733333,150.1940247
0.536583432,-6.507186447,0.11475044,0.23494609,1.07e-06,0.198811317,0.620056962,110422.5508,0.820066667,106.4146316
0.808145065,-17.25024835,0.112876928,0.10679717,0.295506014,0.100559052,0.527929189,296419.1815,0.9294,48.74937751
0.477846251,-13.2562309,0.0235,0.10502469,1.07e-06,0.38427951,0.662367849,279337.4696,0.935333333,117.8864406
0.640345981,-14.5863824,0.045549547,0.001918355,0.060213493,0.198353941,0.333744224,186340.8089,0.369,95.48743884
0.611695307,-14.35349104,0.063629036,0.539509111,1.07e-06,0.103243238,0.393454832,240724.1264,0.0674,104.9761332
0.559861272,-11.49058729,0.15473065,0.481377117,0.239732145,0.0243,0.313235413,339266.9145,0.824133333,109.6156913
0.692892683,-7.672176203,0.169466543,0.105615463,0.247316622,0.094701204,0.412843592,207053.9995,0.794666667,114.0577194
0.803120052,-6.22074713,0.070021266,0.114779803,0.113473414,0.213855175,0.594853631,319033.6102,0.269066667,96.07334184
0.819619752,-1.92053858,0.054603893,0.879320975,1.07e-06,0.343441914,0.864633173,244127.1722,0.506466667,145.8468653
0.56589929,-12.48886482,0.059433911,5.36e-06,1.07e-06,0.237039449,0.346555383,357544.573,0.625266667,121.5612666
0.975,-6.005149254,0.049371667,0.481163803,0.014274845,0.065319553,0.790315052,122394.4721,0.8062,101.7357957
0.590663524,-1.357,0.087905803,0.43888352,0.366326144,0.237109653,0.950570284,236945.9917,0.488133333,87.07957929
0.69677665,-5.319582138,0.092807006,0.551737349,0.045135469,0.0243,0.385023629,227233.9498,0.544066667,139.9926755
0.709808872,-8.294452211,0.190175198,0.519008393,0.239623173,0.348692112,0.512233903,209740.9566,0.1414,85.61004398
0.690417982,-17.49807256,0.0235,0.253418771,0.324512777,0.218040116,0.640686872,159957.1548,0.0588,141.280304
0.472712692,-15.19103322,0.058130852,0.014242639,0.004746559,0.138062594,0.694129355,226724.0883,0.774266667,73.9732567
0.695495587,-5.072137177,0.042799556,0.264355697,0.24041456,0.129065809,0.234740669,246178.7346,0.596,150.6718752
0.847645452,-3.646386762,0.0235,0.112003499,1.07e-06,0.179843633,0.035107671,314164.8375,0.565666667,116.2535245
0.712670755,-18.82445932,0.091312549,5.36e-06,1.07e-06,0.0243,0.324255593,201589.2468,0.846,117.4630786
0.480118519,-2.873040559,0.036982173,0.015330135,0.096725109,0.0243,0.540906636,231647.6735,0.839133333,166.3761811
0.560197059,-8.871636296,0.0235,5.36e-06,0.25597554,0.220849668,0.657322472,170662.2983,0.243533333,79.40034631
0.465161879,-1.357,0.16214018,0.328217036,1.07e-06,0.228949024,0.425979825,232789.7325,0.69,126.2791902
0.647465804,-9.000563001,0.0235,0.626461532,0.292810024,0.213253136,0.234356182,195838.1016,0.080266667,140.9738402
0.377931348,-5.507997457,0.0235,0.417458546,1.07e-06,0.109947441,0.855582642,330153.8419,0.761533333,146.3054081
0.291569758,-1.357,0.0235,5.36e-06,0.497625814,0.0243,0.290649834,244875.3298,0.7564,127.1618008
0.323715809,-16.46765301,0.118416573,0.441377474,1.07e-06,0.0243,0.783544358,370215.747,0.660266667,186.6861873
0.211983992,-8.509703757,0.046582347,0.495714795,0.055502746,0.10072134,0.434078473,319616.3981,0.5646,102.0901458
0.253399265,-7.195160301,0.02356537,0.236344178,0.147186979,0.075047528,0.19115858,308326.03,0.987666667,128.6244606
0.738838059,-7.631640714,0.313608375,0.084962642,1.07e-06,0.265823892,0.441948096,295572.88,0.4364,144.6521328
0.358320694,-11.19122633,0.0235,0.49025119,1.07e-06,0.112434456,0.978,284876.8824,0.164066667,138.3195664
0.539163594,-18.03334375,0.150447815,0.160547098,1.07e-06,0.034210719,0.509447919,63973.0,0.848933333,99.73346552
0.506361674,-14.25983254,0.039444825,0.27111915,0.022978674,0.107197144,0.210895358,280028.1165,0.3478,65.85358628
0.585826855,-10.38418944,0.04060971,0.492043554,0.069884307,0.230613792,0.464581976,175567.1969,0.0274,128.9269976
0.709150617,-4.275322163,0.080815578,0.316048294,1.07e-06,0.459607003,0.303374189,127940.0891,0.536133333,102.8527446
0.492436563,-10.47204696,0.031695778,0.477841372,1.07e-06,0.352524786,0.27161422,97740.27466,0.2418,145.966756
0.516740746,-6.067810993,0.095604932,0.110373601,0.4518996,0.082705587,0.707608913,219841.529,0.866933333,108.4775851
0.792012775,-18.93438939,0.121538374,0.489732316,0.358534815,0.10408647,0.41344964,263899.7656,0.1114,121.5279276
0.320892078,-9.379554954,0.056165187,0.017614388,0.151557853,0.0243,0.432937145,268881.9975,0.977466667,144.4041367
0.539880516,-2.469653402,0.144978912,0.325998287,1.07e-06,0.19591584,0.978,294520.5873,0.6412,136.8856986
0.593698997,-9.352485294,0.083522305,5.36e-06,0.01777963,0.246857731,0.140573668,227857.9436,0.212933333,105.0804033
0.756782321,-6.669929746,0.0235,0.739580563,0.050905791,0.2995132,0.563624961,286856.6411,0.116866667,146.9972347
0.312123376,-1.357,0.157462086,0.247215659,0.242790275,0.198492455,0.258253156,264433.9547,0.842933333,90.68811215
0.207816544,-7.391881353,0.055473485,0.055759275,1.07e-06,0.038849707,0.975564648,243586.6554,0.580066667,154.8740528
0.736690317,-9.344659998,0.0235,0.451633614,1.07e-06,0.148554285,0.586051153,148228.2788,0.2006,111.3083955
0.697590822,-5.072169255,0.123682066,0.807254285,0.054377991,0.047357116,0.174540497,269461.5864,0.629333333,140.1071166
0.495678908,-1.357,0.047005264,0.623802356,1.07e-06,0.464023382,0.0256,214558.3994,0.388933333,69.17312132
0.090607555,-12.23543786,0.0235,5.36e-06,1.07e-06,0.125933841,0.412711129,253625.6264,0.981066667,154.2904651
0.746062791,-5.813767426,0.136132857,0.231844708,1.07e-06,0.24574058,0.334138736,101017.9739,0.923266667,132.7466752
0.688579436,-6.860549475,0.140463548,5.36e-06,1.07e-06,0.104987084,0.463926281,251164.7705,0.282266667,140.0927661
0.892124654,-5.008792357,0.0235,0.582340724,0.05097588,0.0243,0.557673711,237593.3423,0.349533333,100.8481124
0.6979346,-1.357,0.190535585,0.029574779,1.07e-06,0.0243,0.299399435,173105.1986,0.969333333,98.93109435
0.571693857,-4.4712607,0.0235,0.314581067,1.07e-06,0.179536424,0.412501401,218680.2611,0.831333333,143.1140098
0.718081077,-12.53617936,0.0235,5.36e-06,0.080876042,0.0243,0.401781186,198589.4847,0.825933333,136.9182918
0.459290092,-9.777291518,0.087218879,0.705423446,0.046600601,0.231095264,0.619840689,248000.3796,0.093933333,101.2486692
0.726693044,-7.238049693,0.0235,5.36e-06,0.351745594,0.326533008,0.57809814,164408.6924,0.477466667,114.2634617
0.499448908,-10.43572647,0.024069787,5.36e-06,1.07e-06,0.140561194,0.800380913,246120.0319,0.7234,80.98983234
0.77398736,-20.00372443,0.0235,5.36e-06,1.07e-06,0.0243,0.219920793,298514.4391,0.943333333,115.8281996
0.908253256,-1.357,0.0235,0.182242511,0.008831657,0.0243,0.915481553,219277.256,0.305333333,104.3942018
0.296269741,-2.091596005,0.055996188,0.423353322,0.08092516,0.30838426,0.397909068,240093.7346,0.438,128.5371633
0.347258456,-9.707125969,0.234161525,0.165030433,0.239838694,0.175383196,0.479733043,63973.0,0.2256,150.894293
0.80927996,-15.439688,0.120141196,0.502639558,1.07e-06,0.221705643,0.463075025,284307.3923,0.0566,132.0901775
0.832387008,-8.555283821,0.181232289,0.455470918,0.057193168,0.457907396,0.280270745,343022.0313,0.219,158.648511
0.653549602,-15.71890238,0.098525627,0.906200686,0.407121375,0.0243,0.302708623,228191.081,0.889066667,78.47709033
0.400695398,-1.357,0.0235,0.529776082,0.140553099,0.2436541,0.108509399,190090.438,0.756066667,133.3657989
0.284121132,-1.650891426,0.067282665,0.787413052,1.07e-06,0.396343572,0.086764047,226649.2695,0.908066667,113.5697881
0.823501651,-7.52701384,0.104982921,0.226577473,0.221970773,0.205227696,0.908001616,198775.3806,0.123866667,103.437598
0.468639629,-19.87395603,0.199178824,0.437924748,0.250104907,0.189466466,0.630914886,277045.4208,0.3954,107.7860742
0.637907277,-7.183637554,0.0235,0.006959885,0.096646011,0.184760085,0.24646149,248276.973,0.955066667,132.5757932
0.882855365,-10.88753011,0.0235,0.473800628,0.024361767,0.187293835,0.729604122,397083.7116,0.0834,74.3154568
0.692261876,-8.241129065,0.116465279,0.61073236,0.152491271,0.221923631,0.323349794,340512.6493,0.172466667,145.1036225
0.677635419,-2.1072651,0.0235,5.36e-06,1.07e-06,0.153649195,0.297358878,255632.4524,0.839533333,107.5102537
0.759992265,-3.897723673,0.076201664,5.36e-06,0.252225495,0.171501598,0.351579717,327094.6456,0.727933333,71.37102556
0.883518725,-12.81792851,0.134226606,5.36e-06,1.07e-06,0.14823653,0.671922308,223336.4897,0.7038,162.02309
0.825209294,-19.85951727,0.103751193,0.39825763,0.149360397,0.046762214,0.564295927,333701.4789,0.691666667,145.6184188
0.553224358,-17.99326659,0.10285265,0.380032397,1.07e-06,0.368189289,0.693119877,244345.0587,0.0068,83.85491857
0.975,-1.357,0.0235,0.346777099,0.22953362,0.047975475,0.854474145,250537.6033,0.535133333,136.3131247
0.55746556,-3.655704582,0.141787026,0.242016049,0.220936189,0.0243,0.629191365,267058.7889,0.8512,126.5189885
0.382002675,-7.322477374,0.029984553,0.573781609,1.07e-06,0.430982635,0.657063624,228417.3369,0.081266667,105.773026
0.385121048,-4.346665781,0.117644431,5.36e-06,0.457020876,0.351610589,0.682992329,342464.5551,0.641266667,122.1408337
0.469798139,-9.651641065,0.088772287,0.170676744,1.07e-06,0.093926242,0.447919487,125521.198,0.2628,76.64735768
0.796249676,-12.01884672,0.170045172,0.21744249,0.457727744,0.137913398,0.404725355,327512.8762,0.320466667,107.2604136
0.812369005,-7.861111189,0.218972762,0.267835009,0.043717028,0.0243,0.16730338,213166.2435,0.931666667,122.7511986
0.451874369,-13.69752665,0.053925798,0.320915489,1.07e-06,0.325054735,0.0256,325062.1995,0.2854,105.6673265
0.501924928,-5.597923526,0.0235,0.512000542,1.07e-06,0.308784689,0.598611493,263032.0405,0.609533333,100.4010705
0.713038206,-10.75664033,0.098035162,0.525035526,0.30313998,0.22928,0.423561303,251508.9473,0.038466667,143.7030458
0.523072084,-11.18917936,0.068113167,0.416822865,0.042253075,0.152790951,0.978,148578.8087,0.075933333,146.1550366
0.481952291,-16.43239165,0.085370502,0.335430902,0.197059903,0.373901593,0.470605368,320282.1216,0.2302,79.79477885
0.52524231,-4.911768932,0.138662915,0.053539099,1.07e-06,0.236399137,0.433955131,244514.9015,0.964733333,128.9819822
0.627033186,-15.32580827,0.0235,0.205759481,0.174904946,0.397735961,0.791835277,330158.202,0.270733333,153.9932764
0.975,-1.88931757,0.094462994,0.52892486,0.057657621,0.0243,0.618526552,300696.7309,0.373733333,94.7583646
0.674983121,-16.2699393,0.0235,0.225164392,0.189106598,0.374023563,0.091504048,169168.5529,0.395733333,95.36177859
0.588020494,-9.345253454,0.252585632,0.601753525,0.038609828,0.0243,0.570113849,68771.28476,0.497466667,85.53998135
0.713736513,-3.965048412,0.0235,0.383211694,0.257841598,0.0243,0.46517678,272791.1093,0.185666667,108.9426347
0.759813848,-13.39427689,0.067407307,0.369882638,1.07e-06,0.18449175,0.413300231,300786.7895,0.013666667,133.0438576
0.598726903,-1.357,0.0235,0.571381527,1.07e-06,0.316001501,0.422534774,223904.4201,0.3802,110.3080511
0.624089075,-5.355612303,0.0235,0.385849743,0.246531989,0.208035817,0.385038289,171413.8287,0.407066667,103.3521154
0.467912218,-6.285489925,0.084332405,0.719180457,0.479658922,0.283708645,0.255921827,226557.3877,0.757133333,109.8353855
0.501865542,-18.80146844,0.172586566,0.145698262,0.269824324,0.08128186,0.499450068,163864.303,0.559066667,96.61030404
0.48475071,-1.470946002,0.047009489,0.419742737,1.07e-06,0.340378338,0.534208003,259235.3461,0.354133333,90.47076044
0.393098561,-14.77434384,0.089415695,0.229135261,0.301336478,0.382150247,0.655822254,243395.7802,0.374066667,111.4551299
0.333089142,-14.72829814,0.081905997,5.36e-06,0.217401314,0.290322861,0.575493205,120890.0577,0.3798,93.34278023
0.093172154,-4.771443362,0.0235,0.593042307,0.343968293,0.073334039,0.73733933,266734.8714,0.2008,88.3893125
0.616723682,-1.357,0.027792216,0.720383645,0.330085647,0.268379385,0.500266181,249280.8144,0.205733333,105.2689296
0.627218833,-2.970717914,0.071913089,0.431719956,1.07e-06,0.247858061,0.432133971,270904.9393,0.6048,129.4213105
0.563605235,-1.782946457,0.056820258,0.119671563,0.165135942,0.632185168,0.522486998,305356.6674,0.1426,121.1022081
0.099000282,-5.153594831,0.077145152,0.906645783,0.006251467,0.12278699,0.825929284,226501.7049,0.1172,96.89075104
0.360290324,-10.18369825,0.0235,0.597716537,0.463670213,0.125581035,0.462673799,334916.7444,0.2856,138.1253642
0.678899516,-16.84058269,0.0235,0.735026803,1.07e-06,0.089732939,0.74215106,337007.7662,0.118133333,120.6218313
0.758135753,-3.984903561,0.171011776,0.092095213,0.13078213,0.155094176,0.33357883,73880.08813,0.399933333,141.8465278
0.619356529,-1.357,0.065445931,0.301987275,0.320942642,0.158421436,0.522215738,236526.7852,0.401333333,112.3543301
0.65032182,-13.5181737,0.145585256,0.279160956,0.323113505,0.289518576,0.714665674,256650.7901,0.058,82.49831183
0.535336651,-2.187991367,0.091664815,0.467552163,0.014510865,0.0243,0.509566956,218483.4381,0.995933333,133.7889253
0.848034523,-5.82533669,0.0235,5.36e-06,1.07e-06,0.047420759,0.960299656,315117.8038,0.6346,107.5629854
0.60515647,-4.791406108,0.060623508,5.36e-06,0.08437502,0.340728351,0.623952458,187580.6749,0.084933333,132.5690392
0.657196628,-1.56227777,0.163496191,0.272076413,0.13058136,0.145388209,0.279357189,259179.693,0.5584,131.9096347
0.975,-11.17346358,0.108341884,0.447227922,0.720298046,0.09855176,0.819037788,222676.3496,0.2576,136.8970095
0.402239781,-20.0866815,0.063589538,0.425141891,0.146105956,0.032785757,0.458423153,261041.944,0.815933333,116.5346668
0.399553334,-11.35629752,0.132712628,0.983988045,1.07e-06,0.455172169,0.80523334,281292.6036,0.468266667,113.4518298
0.928000161,-8.868964094,0.136526369,0.061115905,0.117661739,0.090130806,0.450398083,296281.0212,0.879133333,100.0676822
0.572784937,-17.00704084,0.226239419,5.36e-06,1.07e-06,0.317296601,0.089699448,332306.2698,0.568,122.403049
0.606015535,-6.186589855,0.103397323,0.185311805,0.320494163,0.0243,0.978,155283.1888,0.313333333,127.3505517
0.311816843,-3.487005809,0.0235,0.160598141,1.07e-06,0.157835712,0.389792454,312389.1685,0.977933333,86.77146172
0.527366947,-3.983314603,0.026131565,0.344254289,1.07e-06,0.071084305,0.780135963,135203.2492,0.385333333,105.6817845
0.749966441,-6.397516842,0.048676186,0.131444328,1.07e-06,0.256734645,0.847305114,333748.6128,0.736866667,119.0426932
0.39964282,-11.34825845,0.194869606,0.174267262,1.07e-06,0.289996194,0.174710491,269588.1241,0.310533333,95.17133636
0.663754198,-1.357,0.042780656,5.36e-06,0.142459295,0.079557962,0.279249486,220934.7181,0.6948,110.0775274
0.861771444,-15.0638709,0.0235,0.260960438,1.07e-06,0.123559605,0.451090633,251614.0122,0.538533333,114.2628941
0.521344513,-5.918290775,0.078825476,5.36e-06,0.048239256,0.262526274,0.238235772,243243.1795,0.107666667,108.2254266
0.533133373,-18.99065323,0.204750102,0.224339543,0.217266362,0.337959824,0.772759868,210142.651,0.221533333,132.6043691
0.567879023,-12.95996296,0.041349112,0.078111042,0.119916037,0.24524667,0.321951561,304275.2901,0.604266667,106.1133617
0.68777827,-10.19845058,0.195576948,0.017660263,0.161375574,0.113114519,0.0256,301319.1468,0.9126,119.2246849
0.490815001,-14.13126595,0.109570359,0.51112254,0.336613722,0.0243,0.587650553,106858.8996,0.6928,143.1756589
0.622943055,-1.999288603,0.075686253,0.617006174,0.098952104,0.111311282,0.535777473,158965.0543,0.126666667,99.5143918
0.537809097,-11.34569262,0.130211631,0.083805788,1.07e-06,0.182805316,0.306826401,276677.0225,0.868933333,128.5281993
0.975,-7.269442809,0.113937946,0.059724174,0.037763723,0.315917396,0.305303,297558.3328,0.459,162.5622162
0.205140478,-12.96241094,0.165438464,0.407555684,0.442489825,0.321232005,0.837236317,232268.6526,0.293333333,73.55459026
0.65089938,-10.39007002,0.0235,0.517195893,0.070678157,0.101639015,0.754480752,291811.8747,0.002333333,152.7412254
0.653572409,-12.94389469,0.0235,0.744501471,0.279338851,0.171294591,0.432579596,305710.0546,0.334133333,86.32066867
0.461602351,-11.32729464,0.152751793,0.331037824,1.07e-06,0.152733745,0.791164895,205347.6438,0.249666667,103.0265835
0.853264319,-12.74201418,0.102190714,0.404233539,0.061838283,0.154769873,0.896823769,264161.6484,0.052866667,114.2243579
0.557076127,-14.17902996,0.0235,0.22178053,0.062665916,0.22235931,0.413500988,217431.0597,0.422466667,138.8995086
0.388143691,-1.357,0.048233554,0.035724237,0.025663623,0.164415647,0.806137473,356385.9852,0.840533333,77.866135
0.651032924,-2.516593896,0.052347668,0.095086177,0.32727061,0.0243,0.474364673,192545.5735,0.6222,78.94812327
0.5145921,-4.871515302,0.190132457,0.759028401,1.07e-06,0.309398267,0.75752751,207060.0475,0.133,102.8856283
0.659974738,-8.491721907,0.055415444,5.36e-06,1.07e-06,0.275527731,0.354417513,235566.0055,0.311533333,75.09338505
0.721437067,-5.353969377,0.088654616,5.36e-06,0.214474642,0.092158202,0.540239714,305517.6413,0.867666667,86.58141886
0.539093425,-10.34677323,0.060383468,0.678506085,1.07e-06,0.0243,0.6827503,181671.6426,0.9102,86.14343362
0.642166171,-5.333789367,0.212979296,5.36e-06,0.390382355,0.0243,0.197559637,167099.9593,0.695066667,103.8284048
0.792026644,-8.20438384,0.085599049,0.271213171,0.039869935,0.115272697,0.423676421,189025.1592,0.189266667,161.243712
0.724964655,-15.48229372,0.035977715,0.279551099,0.218654327,0.259190408,0.401551881,298262.631,0.1502,100.0871868
0.518976616,-11.5761811,0.041420728,0.391714283,0.279156043,0.12566193,0.739029106,196079.639,0.051533333,57.50701833
0.158032427,-4.221040476,0.117593266,5.36e-06,0.096712425,0.101919326,0.841458853,297351.7469,0.703533333,144.0124286
0.42381749,-5.248695613,0.063496019,0.585154292,0.162398086,0.20853873,0.587781505,258403.9119,0.194133333,87.27607997
0.556955826,-1.983605252,0.0235,0.10834491,0.675243149,0.47073229,0.533182493,428464.5245,0.620466667,145.683105
0.533060222,-6.458409968,0.0235,0.348354689,0.553624846,0.37643276,0.62468437,297478.2809,0.3658,76.22634637
0.580437748,-11.58399325,0.0235,0.373394342,0.246643741,0.146614685,0.234079611,217528.5244,0.5778,137.5474265
