AudioLoudness,VocalContent,InstrumentalScore,TrackDurationMs,MoodScore,LivePerformanceLikelihood,RhythmScore,BeatsPerMinute,AcousticQuality
-7.112271289,0.06452046,1.07e-06,282755.8513,0.58165735,0.08434739,0.564060344,153.2428679,0.028154923
-17.19413013,0.145623973,0.43316987,287539.8852,0.610988696,0.226265973,0.52482886,164.3296989,5.36e-06
-8.987302276,0.222022718,0.389724033,160440.5927,0.616047255,0.288910889,0.602206463,124.8963095,0.271295385
-6.8751372,0.121033255,1.07e-06,233506.1532,0.727605249,0.211874866,0.279617787,85.66923088,5.36e-06
-11.90625272,0.0235,0.098566477,98482.77077,0.0256,0.213798415,0.666940616,104.0085806,0.387559417
-3.620189276,0.102152083,1.07e-06,341069.2779,0.554798865,0.219307629,0.727657409,99.52003511,0.853909251
-6.124744137,0.064610096,1.07e-06,166993.2768,0.648342068,0.084903827,0.301004921,68.48346339,0.553202344
-5.203239643,0.165842382,0.100810874,278899.0016,0.492882364,0.224781228,0.393119248,105.5830463,0.285102472
-6.777318452,0.161876841,1.07e-06,223404.8052,0.609160093,0.12875576,0.511666031,139.0722699,5.36e-06
-1.357,0.0235,0.24376925,274308.2465,0.477745216,0.225568498,0.772116936,101.5032508,0.307476236
-15.90345915,0.096887969,1.07e-06,349099.6199,0.566194149,0.260995274,0.517695788,109.6259249,0.036205682
-11.98884874,0.105885214,0.118071086,383023.5191,0.413531334,0.289980486,0.795142007,115.0095942,0.621499562
-7.995244572,0.10223012,1.07e-06,278178.5818,0.483432771,0.184092992,0.43927407,129.0434167,0.356270756
-14.44758306,0.080121782,0.26670055,323806.72,0.158239667,0.180714666,0.809767739,173.1255137,0.478005571
-14.49069989,0.137219387,0.646819746,100460.0808,0.536244144,0.254410478,0.616313943,127.4798156,0.927698583
-10.51709626,0.12772136,0.34954543,208576.7272,0.412805933,0.253615411,0.819096826,104.3576767,0.707619513
-12.82122335,0.094177481,0.196778834,338124.8103,0.432403902,0.12188494,0.391977793,121.2605293,0.200357758
-4.150493191,0.089833373,1.07e-06,232497.716,0.617628197,0.215124895,0.466370336,90.2367738,0.341904421
-15.43896702,0.0235,1.07e-06,232177.1973,0.0256,0.404933109,0.692279163,114.5322359,0.204133723
-1.657229541,0.101545761,0.061166867,211226.8398,0.318348389,0.072172278,0.408886738,115.7518918,0.209603177
-4.127063811,0.0235,0.024516578,255565.3409,0.771963004,0.097748707,0.378685445,79.94832838,0.076224455
-6.958866026,0.0235,0.445512227,231174.5394,0.268943482,0.0243,0.650878945,112.1626376,0.248612756
-6.07124024,0.0235,1.07e-06,237586.8843,0.0256,0.186332413,0.676861921,141.3491313,5.36e-06
-8.155728753,0.202379441,0.100051894,257442.3578,0.118725485,0.0243,0.760418252,93.64160225,5.36e-06
-11.37557838,0.115077276,1.07e-06,282175.4412,0.298796357,0.0243,0.457325371,137.4497243,0.020987859
-7.78625109,0.092581967,1.07e-06,187378.5882,0.301121756,0.301650489,0.426905169,97.73329925,0.119694018
-15.8028858,0.0235,0.022046308,186346.5974,0.888206727,0.0243,0.719327989,76.4753556,0.227836856
-2.994642794,0.138332958,1.07e-06,313355.0269,0.742616988,0.153197801,0.55043385,163.4212303,0.023483747
-3.415928939,0.166154228,1.07e-06,241688.5663,0.933666675,0.034527394,0.775828609,87.63505137,0.558302486
-12.4605112,0.171015894,0.131394466,222776.4922,0.482891588,0.2954323,0.827659585,90.77762382,0.36690971
-4.786078785,0.180423328,0.256359046,318422.9805,0.812309848,0.105763116,0.818067379,87.97654197,0.016454625
-5.432832421,0.030781408,1.07e-06,212538.7187,0.464524531,0.291443209,0.819777832,87.84851059,0.284414121
-10.31445434,0.032146853,1.07e-06,261950.4896,0.0256,0.194670536,0.729350364,108.4517757,0.258045151
-10.48567557,0.0235,0.383481747,152971.9492,0.0256,0.186810928,0.739359333,87.13045746,0.668785565
-4.413874992,0.074751223,1.07e-06,295862.9312,0.103306413,0.289220208,0.490670312,96.83811618,0.442870203
-12.06455818,0.096133885,0.094014577,241629.8455,0.088695147,0.415770118,0.611157881,85.24146503,0.378467099
-7.294182588,0.127103975,0.347556828,236894.0345,0.562821707,0.137487478,0.739493051,156.3562694,5.36e-06
-10.04085866,0.108662175,0.10716499,268893.8704,0.516798217,0.261454289,0.700424658,145.2348979,0.372237173
-10.00003908,0.053334224,1.07e-06,257056.6963,0.553136115,0.60310671,0.442260346,146.5677935,0.019842328
-14.16103771,0.14805711,0.164959777,240831.8072,0.513263943,0.239869776,0.259817743,129.3910858,0.258813512
-8.866334105,0.077598057,1.07e-06,175406.2948,0.471970146,0.245846646,0.601118461,110.8203136,0.245228004
-9.469062828,0.0235,0.335673157,233339.5011,0.729567329,0.0243,0.582689713,102.6110329,0.115118772
-15.60808868,0.0235,1.07e-06,227542.7996,0.175120479,0.193187291,0.823924905,129.7807906,0.564407092
-2.951560006,0.162481662,1.07e-06,149504.6667,0.776717574,0.21609348,0.308750781,106.7384167,5.36e-06
-8.375917397,0.069022468,0.322964372,276654.4883,0.576945841,0.141524412,0.593405766,106.0251659,0.350483628
-9.439008537,0.0235,0.221069082,197140.4273,0.237069711,0.199662862,0.687852417,106.4014673,0.193408347
-3.288375763,0.059392651,0.143732228,161018.6941,0.368333275,0.186326637,0.731503377,140.1644848,0.132239698
-10.6661379,0.044610197,1.07e-06,257162.8932,0.278745202,0.0243,0.41159319,85.26366548,0.290560746
-8.253032516,0.130683988,0.031242208,177299.3361,0.598361012,0.20727536,0.729511397,158.3897122,0.486965943
-8.22627788,0.0235,0.286313225,236145.7836,0.612233774,0.237030764,0.35675212,162.7521788,0.201798191
-7.15162161,0.0235,0.203934784,322578.6848,0.614468345,0.279385421,0.679800143,131.218307,0.603689387
-2.822936307,0.13144724,0.178242733,150840.3301,0.0256,0.0243,0.43079092,75.59523635,0.257059061
-13.19357235,0.0235,0.359877254,158533.3543,0.652087584,0.0243,0.817159854,97.90586231,0.22640276
-1.357,0.161005941,0.214458825,154265.4626,0.43850482,0.393041249,0.607836403,78.77347781,0.337544594
-10.50451565,0.036193225,1.07e-06,201520.5791,0.738788709,0.18802402,0.742794251,110.1701045,5.36e-06
-3.537922234,0.065925831,0.02882653,328715.3873,0.05740407,0.190760074,0.670577101,119.9204591,0.103605444
-11.67292504,0.071250967,0.599286791,222310.6507,0.0256,0.056790357,0.457751314,92.12590382,0.196825379
-18.1472215,0.097601871,1.07e-06,110671.3165,0.0256,0.04216046,0.873236168,144.5343907,5.36e-06
-4.885229538,0.0235,0.869257975,198936.9323,0.978,0.224449374,0.709533044,146.6490003,0.282287737
-4.496075087,0.110528277,1.07e-06,198883.5215,0.715495537,0.254521098,0.322116861,123.102476,0.594991728
-1.357,0.107445132,0.073967848,232625.0107,0.42737658,0.0243,0.817761461,84.30821643,0.2450693
-6.447917202,0.09438947,1.07e-06,223965.6442,0.588460318,0.408692166,0.658998847,100.9972883,0.428518711
-17.08206171,0.211514878,0.069490497,265470.3887,0.776741076,0.082099676,0.717745174,148.9107778,0.504306031
-4.686247147,0.167078107,0.021999406,211945.6039,0.385987255,0.168537352,0.745738244,116.0793349,0.442239524
-3.01944543,0.124204848,1.07e-06,283432.8049,0.145215889,0.129424387,0.722868828,147.1664585,0.987781845
-5.115406594,0.036432087,0.154213026,157443.9241,0.257476486,0.111557654,0.823683258,161.2853684,0.433261763
-9.291885345,0.0235,1.07e-06,362772.1645,0.75342088,0.250789807,0.452949369,148.9022469,0.992312304
-5.976884793,0.0235,0.498204611,302882.1258,0.354365514,0.249400376,0.476926721,171.0106518,0.647968038
-7.01721284,0.0235,0.320173184,234561.7534,0.393251153,0.257812632,0.3028775,48.44692491,0.07051698
-4.45733147,0.210929576,0.51850756,270012.7861,0.520814927,0.0243,0.526637789,158.5312247,0.061615023
-3.5942047,0.162138255,1.07e-06,278711.1032,0.975996666,0.13303746,0.410221492,109.1011491,0.16376626
-7.753040389,0.096508128,0.421302305,273726.0167,0.338144316,0.233153454,0.525167705,120.0376596,0.594086587
-4.248045065,0.185394472,0.194103878,223508.1495,0.397446585,0.064527173,0.583945724,122.3410706,0.489310052
-10.66671144,0.114875247,0.03394956,171650.7276,0.747417354,0.174337777,0.526205961,105.9002651,0.127070733
-6.293882266,0.0235,0.19240215,286701.6108,0.512828458,0.164171056,0.768575796,143.8652353,0.2345747
-12.73386548,0.16636414,0.130276253,271652.3643,0.762895311,0.287537103,0.890041682,137.4263814,0.78216127
-1.357,0.037121476,0.002233055,322396.1458,0.268424592,0.174514197,0.752874001,116.5844788,0.171919663
-6.852339131,0.058488006,0.296537007,218984.9464,0.978,0.152228957,0.346593123,118.5791439,0.186393472
-1.357,0.053883236,0.061068474,432622.5895,0.876194121,0.226974727,0.75419172,127.176615,0.314935857
-16.61519151,0.1436437,0.164375266,300684.8704,0.568580406,0.113506883,0.585027003,115.6275857,0.397227478
-15.21277588,0.087773465,1.07e-06,286976.3356,0.164354917,0.0243,0.643121094,66.48844947,0.368641786
-16.9856002,0.077623819,0.087113192,211365.5531,0.603591705,0.195520179,0.464469148,57.72545094,0.40661622
-17.01008863,0.171576928,0.410802084,315578.7967,0.544008308,0.156695711,0.416940539,106.1054614,0.465237211
-4.957872357,0.138382441,1.07e-06,262272.7369,0.186230474,0.185841736,0.798449319,142.3732431,0.104924991
-12.36574015,0.0235,0.349198614,190728.5386,0.781902084,0.286619966,0.467149893,98.13589656,5.36e-06
-9.239246032,0.184711638,1.07e-06,188149.0282,0.75926853,0.167209348,0.515564485,107.0318995,0.342529441
-15.08478756,0.024168921,0.494524915,303661.0305,0.033473735,0.180892203,0.7075319,169.6521277,0.2882598
-4.331722304,0.0235,1.07e-06,174282.5292,0.648459504,0.286504091,0.508638891,155.6818087,0.439092107
-9.639296836,0.160677892,0.534744955,326515.8138,0.745015284,0.213448704,0.604958666,169.2961806,0.278742377
-10.86094201,0.0235,0.266291007,251531.3481,0.911942058,0.2241614,0.704834195,111.7791107,0.094530864
-11.93412277,0.0235,1.07e-06,255138.1172,0.559691564,0.239563796,0.365350712,144.9900316,0.275724613
-6.692308133,0.0235,1.07e-06,243477.4054,0.198554646,0.163447687,0.557633053,147.8312818,0.064853445
-14.88981946,0.0235,1.07e-06,302211.5787,0.155175722,0.115367581,0.53147074,116.2011165,0.109738965
-5.565167402,0.106167991,0.257699519,282312.532,0.575490685,0.204091793,0.518713926,101.6020682,0.148653507
-13.69635495,0.121691418,0.132230555,251068.0258,0.296415407,0.238742506,0.352765607,69.5051796,0.336547407
-5.009945579,0.152084659,0.434685553,276042.8372,0.244543579,0.184517022,0.7922116,127.0061057,0.597484765
-1.357,0.079835918,0.144199673,199586.1465,0.30754648,0.211505788,0.756384497,119.4725024,0.251867645
-10.28088546,0.039457841,0.17546869,228406.1311,0.481706001,0.27187382,0.304116573,103.0286703,5.36e-06
-5.820735916,0.059041889,0.304948168,168076.6925,0.735388172,0.049307339,0.581325755,125.79487,0.381557647
-8.62050564,0.105187853,1.07e-06,249101.5498,0.883599102,0.0243,0.593553803,109.7941198,5.36e-06
-7.072964866,0.047083181,0.389524831,153934.5008,0.486101772,0.586083629,0.614208219,136.7626639,5.36e-06
-6.228694089,0.0686531,1.07e-06,284236.8804,0.637750836,0.18578396,0.652440279,126.5928629,0.256950668
-18.20265347,0.043739958,1.07e-06,289500.7947,0.0256,0.133098261,0.497459575,77.24117055,0.449941788
-15.00609892,0.110927654,0.154601905,316334.4625,0.404259798,0.245450806,0.394781023,137.7644174,0.496558749
-1.357,0.094809766,0.170094091,225986.5178,0.695052553,0.381056087,0.475770366,105.2260122,0.185477412
-11.42227123,0.0235,0.285625728,180905.7479,0.659190143,0.025486803,0.50828472,91.74737372,0.880198091
-4.184868526,0.064502919,0.149075004,241712.6692,0.547978674,0.104619685,0.616344009,138.3959097,0.002128423
-11.19525402,0.055606091,0.14688133,232163.1434,0.319963515,0.593019924,0.588478513,157.3744047,0.186827605
-10.72012748,0.115595318,0.044320363,249598.9125,0.442992062,0.157494043,0.745698051,85.85633457,0.001110932
-16.28416908,0.0235,0.403165188,258117.2815,0.942617741,0.0243,0.577741777,107.3213814,0.545082064
-1.357,0.114067255,0.231405173,179791.4787,0.972026468,0.058826088,0.525195541,105.0535308,0.381077341
-5.441973849,0.117970105,0.322062162,382177.0791,0.211338869,0.135940629,0.532686035,117.0455789,0.446610433
-11.29747958,0.189727782,0.049684241,192484.7727,0.520700809,0.197059293,0.723894712,139.5563113,0.15245387
-4.74335039,0.028560749,1.07e-06,267001.47,0.928802485,0.037311213,0.603866547,134.7703705,0.558353253
-11.3077524,0.15636827,0.282661712,182743.4484,0.843955614,0.157434185,0.698222437,73.53613483,0.196772464
-17.48356006,0.0235,1.07e-06,308501.3627,0.574708568,0.310128313,0.616510639,112.8452078,0.267256591
-7.001621954,0.143367469,1.07e-06,305267.4012,0.544956069,0.292444166,0.534120108,111.559999,0.199106814
-7.124371562,0.031252712,0.068676113,246178.1833,0.81232277,0.051306397,0.818100121,119.4413137,0.532374821
-9.667700557,0.0235,1.07e-06,292817.8159,0.600416274,0.298794251,0.601387214,142.242537,0.332682323
-3.662528551,0.085111417,1.07e-06,210826.7998,0.740348546,0.400472425,0.282879957,117.5856137,0.348366682
-4.230504625,0.0235,1.07e-06,276188.5262,0.704283744,0.153626549,0.442490657,117.9469058,5.36e-06
-3.129646901,0.128754492,0.123502492,231568.0501,0.404385342,0.0243,0.411075667,126.7413376,5.36e-06
-13.943497,0.0235,1.07e-06,312069.4215,0.469738097,0.2174715,0.472907199,135.6327508,0.19776945
-9.871813059,0.0235,0.080188943,199282.5674,0.384318699,0.0243,0.639595727,92.03033818,5.36e-06
-6.500180253,0.276559848,1.07e-06,288372.8859,0.35628981,0.094144571,0.482856164,76.7326304,0.635412252
-13.11061462,0.0235,0.388718545,198674.578,0.621005375,0.291074417,0.524604495,124.4411086,0.032209446
-4.89115924,0.064113701,0.159437432,335292.5094,0.604473689,0.122359217,0.875954961,135.7086307,0.056547202
-16.37815311,0.198732978,0.012433665,225017.2815,0.551652181,0.322319222,0.945806045,125.3097149,0.395226537
-9.508005653,0.0235,0.447040471,267071.5458,0.446748242,0.0243,0.540574128,113.7704347,0.727708345
-8.848741171,0.187364132,0.390095401,204936.4634,0.240223599,0.169538494,0.574297339,109.4518304,0.928434036
-9.051409985,0.055077258,0.293551247,330719.0002,0.703932181,0.473837562,0.908608296,108.7998253,5.36e-06
-2.814938833,0.055112697,0.013038378,290652.8922,0.744791142,0.210007619,0.736766704,110.9115831,5.36e-06
-12.40428772,0.095521821,1.07e-06,150619.7351,0.55309734,0.178829398,0.645384311,103.436056,0.113635538
-17.30339015,0.048756005,1.07e-06,319974.2131,0.62359273,0.115509095,0.660760564,102.0122972,0.200124195
-5.999907524,0.073058465,0.066094326,255923.882,0.651062655,0.261551017,0.49694122,132.1330231,0.546862854
-11.06291258,0.038308539,1.07e-06,214159.7142,0.2743005,0.180225675,0.713839913,128.5548336,0.062384445
-3.33297544,0.0235,1.07e-06,136298.9445,0.320256907,0.047001367,0.211785119,128.9541887,5.36e-06
-11.02730986,0.199571202,1.07e-06,223992.3935,0.322375335,0.0243,0.74163604,117.1357036,0.284052739
-8.630824337,0.044693656,0.553007353,164566.2391,0.764999166,0.294100746,0.5665379,67.23669026,0.391157533
-16.49586827,0.0235,0.029811492,259828.0697,0.332839629,0.182473037,0.873762151,138.9316707,0.25080863
-9.0095007,0.04410045,0.01466173,243510.8115,0.633555971,0.196424469,0.528845591,177.7819241,5.36e-06
-19.03686536,0.039414213,0.069232967,245436.487,0.094296083,0.079511474,0.882629116,138.7013576,0.642410831
-13.28284396,0.091914964,0.327501355,246987.8129,0.185963856,0.0243,0.58164077,117.4436207,0.407048763
-6.731433172,0.032543484,0.174982306,145920.9202,0.728684151,0.0243,0.584221076,152.6669422,0.233218465
-17.07129647,0.276050368,0.344099054,186805.2973,0.419358589,0.0243,0.804577651,106.3078915,0.26496477
-6.937873586,0.149410313,1.07e-06,302276.0806,0.655750467,0.228663426,0.521079707,151.1278139,0.449769503
-3.655223933,0.0235,0.221725038,220351.7737,0.45335791,0.151736397,0.807486397,72.53727016,0.293569908
-14.90481748,0.060195206,1.07e-06,198256.9188,0.379459509,0.307898096,0.732776226,110.551814,5.36e-06
-1.357,0.168267629,1.07e-06,195135.2934,0.529756805,0.0243,0.523940186,155.5182818,0.372144574
-13.51229311,0.046360326,0.193129914,276976.4826,0.397702372,0.0243,0.569513322,49.30079913,5.36e-06
-5.818246709,0.0235,0.435649367,358690.7092,0.510361954,0.390039971,0.357502597,132.5826866,0.040418825
-1.357,0.046192396,1.07e-06,271372.0274,0.531901166,0.0243,0.807165186,111.5201848,0.361160886
-15.83854101,0.057755206,1.07e-06,326812.1802,0.598977145,0.105739323,0.634377118,165.9308286,0.908000451
-20.03309209,0.157221384,1.07e-06,219779.4146,0.08748384,0.026056147,0.366884603,101.7362753,0.095816784
-9.742386363,0.056561157,1.07e-06,138847.52,0.493104155,0.112491566,0.706931655,87.83850579,0.337743329
-5.560740796,0.102152468,0.068387738,300079.712,0.586912613,0.103432288,0.752577877,138.4713711,5.36e-06
-9.401409033,0.058750643,1.07e-06,290128.3358,0.602793471,0.277359974,0.535416699,105.9953411,0.037516866
-14.09833733,0.096901714,0.360385679,268704.4246,0.20980829,0.242177914,0.756899527,80.3773265,0.519747695
-1.357,0.171892886,0.251533042,222948.2838,0.279230882,0.0243,0.484961222,168.3980444,0.614450412
-1.357,0.075981815,0.033472157,227852.7714,0.536242331,0.18979034,0.781148049,141.4846532,0.33626884
-14.78070928,0.282617103,0.055933044,395472.1341,0.410534986,0.119489941,0.679122519,156.8191085,5.36e-06
-13.57666531,0.14571457,0.322667912,284454.0035,0.0256,0.083746275,0.11798749,118.8041596,0.150535893
-5.108381524,0.058492029,1.07e-06,269760.3629,0.848155568,0.0243,0.644753452,91.13213024,0.345903781
-1.357,0.113556128,0.062135573,161533.5811,0.148387478,0.09897769,0.380008863,147.7042232,0.329015408
-3.467428827,0.118488345,1.07e-06,449918.0734,0.474763211,0.160975593,0.668290165,122.0682316,0.307097126
-6.91552385,0.053897784,0.240028096,265952.4482,0.241385726,0.178419378,0.555508313,104.596795,0.370785291
-5.162630788,0.066397602,1.07e-06,245459.6977,0.741865919,0.28278095,0.899176432,152.6509639,0.047305969
-1.357,0.0235,0.217740922,237387.352,0.0256,0.303068281,0.811145891,147.7339468,0.261527083
-10.16538158,0.13627939,0.449438046,171881.7116,0.547471665,0.189567643,0.654254198,112.4842662,0.16392094
-6.765625606,0.170700241,1.07e-06,364088.7284,0.959096535,0.12648264,0.665397877,127.6578196,0.360022882
-21.10721455,0.074817865,1.07e-06,334713.3785,0.464528551,0.205201881,0.432680669,93.29148033,0.030044515
-9.489144774,0.053247708,0.297503731,198469.3627,0.501950156,0.203317062,0.347016176,152.9901938,5.36e-06
-14.4622976,0.200435215,1.07e-06,208791.7014,0.638215222,0.360807998,0.350268023,142.6722373,0.32988504
-5.421369863,0.073642827,0.156150243,266839.0434,0.581255485,0.164387246,0.384921173,124.0561655,0.026584601
-1.357,0.111302144,0.043760863,151309.9422,0.869984484,0.076804864,0.81801499,60.27490659,0.627164189
-6.110548267,0.074108269,0.60323921,233824.4389,0.770062396,0.28730177,0.667190416,183.0664783,0.210234135
-5.057511441,0.205796264,1.07e-06,306362.7453,0.186754772,0.02740167,0.852293431,77.80682834,5.36e-06
-10.69794468,0.0235,0.349632901,301752.5795,0.521034885,0.136997553,0.933653191,161.8764105,5.36e-06
-1.781948897,0.096144138,0.447654738,179174.0549,0.354216517,0.214172395,0.975,156.0655972,0.42866093
-11.98798726,0.060639646,1.07e-06,355304.3541,0.393562976,0.080668317,0.335947871,124.9891173,0.119566588
-5.013860168,0.19324003,0.115461257,172868.1133,0.543315608,0.212987928,0.46066942,103.2386911,0.105506719
-10.18484308,0.0235,0.283901609,171276.8779,0.442573097,0.333822479,0.550966573,148.3408776,0.346733488
-3.431490174,0.172239171,0.408917548,385435.5678,0.748241749,0.387842649,0.751229171,105.6823531,0.845884942
-3.301599783,0.123342942,1.07e-06,225230.1134,0.304928181,0.194258906,0.505663379,148.1265051,0.065346938
-3.260268289,0.048814987,1.07e-06,340146.0965,0.0256,0.106047449,0.389371881,135.2595666,0.053505071
-8.207727346,0.097067669,1.07e-06,219362.9607,0.44307695,0.245278871,0.4276309,122.9660308,0.721269062
-5.453708296,0.164885998,0.233119019,194366.5464,0.406126316,0.39777182,0.587856914,96.47714946,5.36e-06
-7.131449249,0.083751232,1.07e-06,244308.2482,0.571830256,0.487346618,0.722719312,104.2941512,0.421315463
-7.396122178,0.169660089,1.07e-06,262920.5206,0.534585178,0.255616035,0.704004227,114.2978744,5.36e-06
-10.34191384,0.185246933,0.406890109,221788.1993,0.535335702,0.146333374,0.526973696,112.5526206,0.058821278
-5.860355191,0.077815463,0.004561177,191427.2067,0.978,0.349455047,0.487514343,80.46524997,0.086062111
-7.741508658,0.04693933,0.018473902,306969.2226,0.299348965,0.461012568,0.550368488,127.546009,0.15637507
-14.24154687,0.095322453,1.07e-06,239799.5063,0.303365391,0.0243,0.612745461,91.2239862,0.169196591
-1.357,0.0235,1.07e-06,223321.9326,0.479284164,0.245562794,0.604743882,138.2918841,0.574032949
-16.70112131,0.0235,0.007704311,63973.0,0.312887624,0.06237679,0.688844072,131.3342962,0.120832386
-3.519771079,0.027099077,0.294944589,282179.3492,0.293734199,0.143682782,0.673871821,163.4665904,5.36e-06
-17.70669148,0.137578077,0.134969952,344066.7988,0.242520482,0.051779783,0.523674354,112.3797391,0.201550844
-17.67680165,0.0235,1.07e-06,153971.1905,0.434532575,0.0243,0.586116532,97.68779767,0.400777724
-12.31521959,0.0235,0.870436643,332911.4749,0.578775905,0.141517409,0.588588949,107.9880185,5.36e-06
-6.058674916,0.057301541,0.256877146,249141.0171,0.396670322,0.271526963,0.724402171,81.82084163,0.369670901
-12.14637639,0.211642261,0.163624066,144041.2142,0.77030022,0.0243,0.432443071,129.5180186,0.484243483
-13.30725642,0.164549066,0.088145145,176515.8688,0.886509717,0.28500876,0.611370039,98.71673809,0.072224217
-10.09526457,0.075158487,1.07e-06,350911.4836,0.761852894,0.0243,0.842002382,130.7642972,0.458858888
-1.357,0.054479045,0.474160726,289912.4594,0.611633571,0.205627108,0.864678796,141.6359205,0.364314615
-7.901082436,0.131623168,1.07e-06,147048.2159,0.491663673,0.083964701,0.774734253,85.33836788,0.075101055
-13.56221657,0.151947418,0.468214411,289423.7587,0.51194713,0.309999294,0.673718622,128.7716439,5.36e-06
-1.357,0.116700864,0.283998526,306389.6213,0.358423255,0.232795498,0.646268096,107.6279671,0.470672028
-5.102738539,0.082585569,0.3385541,181776.5003,0.790880855,0.35107487,0.645049881,119.1970541,0.107771042
-10.96208887,0.030062313,1.07e-06,223181.0285,0.473635999,0.360323351,0.281300073,142.7761289,5.36e-06
-13.87035292,0.100019489,1.07e-06,332598.2907,0.370715736,0.0243,0.378387348,83.09160503,5.36e-06
-8.194377931,0.086263194,0.287761823,275546.5526,0.417271849,0.313929584,0.622784515,127.6466153,0.549780012
-6.1373611,0.087200738,0.333494914,240806.2529,0.561238236,0.462767434,0.581968652,95.3773928,0.298154821
-10.10145481,0.265466899,1.07e-06,261054.5744,0.276989066,0.132533419,0.654159507,123.8312212,5.36e-06
-1.357,0.033586322,0.262989616,127775.4035,0.633988164,0.325752054,0.409154088,101.9134376,5.36e-06
