AudioLoudness,VocalContent,InstrumentalScore,TrackDurationMs,Energy
-1.357,0.0235,1.07e-06,211445.1834,0.3998
-2.194580824,0.096785672,0.05496746,219805.5931,0.943933333
-2.423145538,0.0235,0.070849907,255678.4871,0.1412
-9.645267584,0.065484602,1.07e-06,125279.7386,0.832666667
-9.722988239,0.17420493,1.07e-06,212275.9403,0.9298
-1.357,0.030933586,0.208878149,331685.0266,0.5704
-9.895866989,0.0235,0.172138396,164778.2891,0.1926
-5.193285761,0.082086849,1.07e-06,207342.2955,0.8436
-1.357,0.0235,0.008961887,364020.7872,0.790733333
-9.973573966,0.0235,0.263803475,177448.3452,0.613133333
-18.96970727,0.084161693,1.07e-06,217417.9703,0.374666667
-17.43617742,0.042323532,1.07e-06,282953.1211,0.584266667
-9.092064094,0.188743286,0.368528204,353042.0096,0.787866667
-4.002366544,0.062183733,0.012882733,352115.3052,0.6814
-7.31164232,0.093308792,0.191830345,181162.7543,0.176
-10.14455438,0.080806685,1.07e-06,277639.2124,0.068066667
-5.733857316,0.056885405,0.095729957,266215.6012,0.388333333
-3.023196803,0.142142997,0.04845869,298565.2009,0.228066667
-4.229749265,0.0235,0.309452588,228773.8423,0.849933333
-12.97083158,0.167814175,0.30741932,167796.7898,0.123133333
-10.31225627,0.176746788,0.178465552,283143.918,0.581
-5.813140163,0.0235,1.07e-06,232941.3621,0.587866667
-11.4427024,0.0235,0.155692821,244866.5009,0.714333333
-5.685529732,0.071990336,1.07e-06,137793.7828,0.1704
-6.450359919,0.0235,0.047681271,251696.6026,0.690933333
-9.180056224,0.168905732,0.092979785,272326.428,0.6432
-8.531923071,0.04725266,1.07e-06,240314.4516,0.0458
-1.862103112,0.076297275,0.006224695,234177.4959,0.4144
-9.170407208,0.086019083,1.07e-06,343288.3421,0.0754
-17.14783555,0.080129588,1.07e-06,287929.8925,0.296266667
-12.16787236,0.117425339,0.257887885,183296.5208,0.500866667
-13.80865349,0.106938734,1.07e-06,170191.8112,0.721866667
-5.602047299,0.127487322,1.07e-06,183934.1406,0.710266667
-11.95978106,0.107561936,1.07e-06,298155.1563,0.6776
-10.53451177,0.15291046,1.07e-06,202423.0747,0.145466667
-15.6725472,0.045778725,0.015030988,151242.3128,0.266733333
-1.357,0.0235,0.181572631,200168.193,0.698933333
-11.01120777,0.087091154,0.020890995,249565.3285,0.203066667
-2.876269874,0.0235,1.07e-06,258447.8679,0.937333333
-9.67079717,0.063027296,0.330793864,206859.3492,0.088266667
-13.82489891,0.095362204,0.357812435,201392.1999,0.743333333
-19.01194055,0.036041471,0.225899733,233664.0648,0.183333333
-13.82627077,0.0235,0.113245739,314261.1478,0.9242
-7.307664127,0.0235,0.155412867,242275.0704,0.704133333
-13.42737829,0.111805717,0.329464895,213363.7788,0.868466667
-6.016124076,0.025596689,1.07e-06,183858.3867,0.5724
-9.050894195,0.090023401,0.238657766,256772.3444,0.112133333
-11.68261491,0.023549535,1.07e-06,222654.3799,0.6186
-9.543511786,0.143610057,1.07e-06,219012.0383,0.7296
-2.284752381,0.066018277,1.07e-06,264448.7681,0.422266667
-6.666407493,0.108932121,0.280385553,193709.1112,0.745
-17.02344573,0.177522043,1.07e-06,307786.0469,0.1738
-8.914199219,0.080155311,0.089978127,180519.6543,0.5424
-10.11408572,0.116353498,0.296560536,332789.1714,0.048866667
-6.547562214,0.0235,0.326572534,216210.5518,0.117933333
-1.357,0.119778742,0.091373721,166841.8451,0.8102
-16.07803157,0.151324606,0.059758342,348858.3685,0.227866667
-4.987360386,0.081077483,0.350254594,146920.829,0.244733333
-16.08849352,0.0235,1.07e-06,300121.113,0.899533333
-13.68588153,0.0235,0.340016415,201804.8134,0.723133333
-13.35576539,0.121600809,1.07e-06,237298.0061,0.6444
-5.309198393,0.191168306,0.383413154,354594.2587,0.620533333
-7.282921474,0.028605478,0.35951353,379043.5836,0.406066667
-1.357,0.239240203,1.07e-06,329592.7713,0.497266667
-14.30573145,0.041203967,0.679873359,242449.349,0.970733333
-5.513478235,0.0235,0.116404,230840.7224,0.3638
-12.45507287,0.122517145,0.297261585,299269.4428,0.678133333
-10.27116629,0.140870063,0.387478364,201115.4134,0.479
-9.935163537,0.177527432,1.07e-06,126888.2695,0.5286
-7.121328351,0.0235,0.404537977,170056.067,0.321666667
-12.12024531,0.0235,0.125778193,239118.0687,0.2858
-9.406287206,0.123136534,1.07e-06,244569.7154,0.009266667
-7.730293736,0.196717138,1.07e-06,219949.2833,0.4344
-8.990185742,0.082113841,0.023127591,198383.4581,0.659933333
-5.699229919,0.14885876,0.113132435,380583.6841,0.558066667
-8.84635274,0.0235,0.142523644,216828.9243,0.241266667
-12.08751782,0.0235,1.07e-06,318241.3698,0.589
-11.59434845,0.129198635,1.07e-06,288884.9581,0.6886
-7.037242069,0.0235,0.25371709,252941.367,0.9478
-4.128031063,0.232203787,1.07e-06,290186.1554,0.289866667
-8.935527568,0.118636677,0.270905637,274459.8491,0.999533333
-9.774507491,0.0235,0.162474786,359157.2822,0.993666667
-1.357,0.089650156,1.07e-06,131472.1178,0.688733333
-12.96954225,0.116078821,1.07e-06,341522.7943,0.2896
-9.261299486,0.113374972,0.484873387,182584.7459,0.371
-8.762754506,0.25099255,0.152033581,248759.3795,0.540733333
-9.051800069,0.03970958,0.192083425,361171.6623,0.197866667
-4.872158568,0.065050214,0.286074663,133415.565,0.333466667
-12.87046065,0.0235,0.478157155,183005.2994,0.051266667
-14.46438986,0.0235,0.253317239,267437.175,0.2116
-9.054175825,0.0235,1.07e-06,340793.3709,0.850866667
-12.42048476,0.036466254,0.236614369,366610.8694,0.910733333
-14.52119542,0.100009582,0.217255751,296784.6285,0.681266667
-9.441608047,0.029093151,0.222185391,423890.2133,0.486
-7.123906896,0.174670159,0.372213776,137221.1191,0.979933333
-11.95749628,0.069053144,1.07e-06,266057.4651,0.236266667
-1.929240719,0.040452947,0.111785385,156870.8698,0.2666
-12.01781515,0.183049873,0.130225184,330041.4255,0.0624
-14.5002116,0.0235,1.07e-06,202909.9855,0.1296
-4.959029046,0.071453017,0.354232578,248454.5916,0.432333333
-7.191586278,0.1190391,0.05051414,91614.77318,0.3834
-6.897955724,0.089485638,0.528932446,155255.0434,0.809866667
-7.943485954,0.0235,0.17996176,258612.6366,0.4724
-1.357,0.0235,0.309861526,168881.6105,0.495066667
-1.357,0.098653849,0.015734057,207121.7052,0.242333333
-12.19680138,0.0235,0.296345041,182775.5996,0.136733333
-1.357,0.150200523,0.02974653,183501.3469,0.281666667
-10.26518178,0.050272966,1.07e-06,177872.674,0.276066667
-10.91200387,0.090981095,0.007835703,193383.1693,0.637066667
-8.268178488,0.143062689,1.07e-06,194984.4741,0.208533333
-6.233177126,0.0235,1.07e-06,363090.4835,0.273533333
-2.554553298,0.238056297,0.271595964,185267.2995,0.298266667
-7.896373935,0.20019382,0.275728723,299672.9036,0.356933333
-7.098005306,0.098115279,0.108298219,187684.5399,0.7324
-2.234213865,0.149770811,0.137102594,339853.4586,0.643933333
-1.357,0.031377803,0.189721213,137101.2255,0.375266667
-3.025069539,0.0235,1.07e-06,145506.4397,0.279066667
-8.443934795,0.122354466,0.101117284,297613.3976,0.129933333
-8.170991232,0.166702426,0.03630787,226563.6783,0.256866667
-16.20604906,0.0235,0.518771158,272396.1109,0.083
-2.715557308,0.057063922,1.07e-06,215434.317,0.519266667
-8.605186309,0.06696029,0.058565261,199808.4103,0.16
-7.621894655,0.234236355,0.011998226,323110.2967,0.824533333
-10.4968075,0.0235,1.07e-06,352488.4154,0.980266667
-1.357,0.16181875,0.311975691,177243.2489,0.891866667
-18.14484008,0.157989349,0.075318783,330875.7331,0.0682
-6.097798637,0.121227498,0.052990969,284371.3205,0.9436
-14.82403414,0.115594437,0.225138815,420540.8664,0.845066667
-18.39381487,0.060222347,0.09154515,201698.1049,0.382066667
-1.357,0.165603403,1.07e-06,309045.8456,0.464866667
-10.10635528,0.159759985,1.07e-06,293953.5634,0.727333333
-6.735466021,0.025294524,1.07e-06,213180.9905,0.5796
-15.6440712,0.0235,1.07e-06,228884.0356,0.962733333
-17.88092097,0.0235,0.107661805,267103.0013,0.5572
-7.716436552,0.027250433,0.199939352,301365.6814,0.316466667
-5.128915562,0.0235,0.199604833,355527.5727,0.669733333
-10.20639758,0.064001111,0.038879122,144106.1898,0.555066667
-2.148515763,0.221116717,1.07e-06,261563.9698,0.620066667
-8.713358311,0.030729896,0.316667091,207974.0858,0.418733333
-1.357,0.123427208,0.316679353,190425.2776,0.328066667
-2.664609499,0.0235,0.243375151,209693.6057,0.6976
-3.961679688,0.072111195,1.07e-06,387564.2809,0.131
-7.737691384,0.143531406,0.022887894,307197.0897,0.9786
-5.972140974,0.045587609,1.07e-06,246523.2159,0.418266667
-3.716937984,0.0235,1.07e-06,176360.4154,0.602866667
-3.661401728,0.0235,0.220778799,226241.6623,0.3724
-1.357,0.087709515,0.008320306,205577.5957,0.260666667
-1.386281436,0.023513927,1.07e-06,228243.5311,0.8822
-5.221531854,0.053277532,1.07e-06,242039.1734,0.4374
-11.86888963,0.185138185,1.07e-06,139190.4423,0.175533333
-8.14843077,0.180449392,1.07e-06,195108.7153,0.924133333
-8.795674151,0.0235,0.677167915,164524.2736,0.1272
-9.656998314,0.153430508,0.033736848,183390.478,0.1018
-14.9355713,0.0235,0.305387812,259564.7769,0.5744
-9.255980173,0.097235316,0.524696952,283940.0729,0.0738
-12.74545514,0.114034881,1.07e-06,230830.6988,0.7622
-2.864593804,0.246652094,1.07e-06,153740.1995,0.5204
-8.108574741,0.122715246,0.021662317,141222.6498,0.1376
-5.301283746,0.067926752,0.617238779,249350.0002,0.115866667
-11.46500224,0.11676068,0.1652438,442756.9233,0.011066667
-6.048317196,0.184410645,1.07e-06,271411.3331,0.441266667
-18.51437706,0.095005757,1.07e-06,249385.383,0.169133333
-14.92628006,0.046246652,1.07e-06,180214.9989,0.412733333
-7.007337962,0.136320035,1.07e-06,321056.9232,0.627533333
-6.779781804,0.119005605,0.241278639,173049.1983,0.277666667
-2.879763425,0.034306256,1.07e-06,272014.4946,0.8782
-11.80453777,0.0235,1.07e-06,266930.2661,0.778733333
-4.857058502,0.042566738,0.158240118,245203.8211,0.295666667
-6.064031816,0.043271742,0.185846897,232671.7589,0.3708
-3.611743105,0.211822667,1.07e-06,165287.9962,0.846866667
-5.855346072,0.121017725,0.05279566,241347.6477,0.799866667
-7.351798993,0.144985639,0.330988073,268237.496,0.397733333
-8.82361474,0.131308752,1.07e-06,254830.5158,0.028066667
-7.909116633,0.101129639,0.213454043,241723.8921,0.646066667
-14.29224052,0.0235,0.047423776,332530.6536,0.077266667
-4.05057955,0.0235,1.07e-06,229415.0928,0.431133333
-10.64246148,0.05402173,0.110316867,284242.4678,0.928866667
-3.931139746,0.0235,0.00699389,346177.0988,0.386666667
-6.049424852,0.138158304,0.128917451,243714.7529,0.630466667
-17.27761465,0.0235,1.07e-06,239683.6361,0.997266667
-7.58777382,0.025379784,0.162101631,212370.0767,0.560533333
-7.192095056,0.0235,0.358757194,241290.7885,0.6548
-11.26640374,0.161781572,1.07e-06,261079.844,0.463666667
-9.518633298,0.096659673,1.07e-06,302933.5432,0.091933333
-10.61748941,0.030284315,0.24959171,161780.7022,0.029266667
-11.47599647,0.0235,0.77369805,352209.2001,0.1554
-9.720526781,0.244183001,0.055578964,75160.66712,0.058733333
-9.359656896,0.137768734,0.125002002,179842.5935,0.101666667
-6.430109724,0.132721784,1.07e-06,269538.755,0.496133333
-1.357,0.217207745,1.07e-06,309176.5448,0.952266667
-14.70882229,0.193970942,1.07e-06,296431.1605,0.492066667
-7.483722089,0.0235,1.07e-06,336041.6042,0.8882
-1.357,0.0235,1.07e-06,179149.8685,0.363733333
-8.810941068,0.100985603,0.079113935,208886.7323,0.307333333
-7.654464584,0.05187672,1.07e-06,299053.7423,0.3022
-7.124658516,0.056381176,1.07e-06,271282.2033,0.410666667
-3.403843987,0.0235,0.09614395,202080.1449,0.412133333
-11.01261293,0.134046106,0.2276226,211104.9693,0.194333333
-10.51641945,0.0235,0.462125352,216153.6021,0.530066667
-7.445750254,0.147277716,1.07e-06,326877.9632,0.210466667
-13.38976225,0.076519972,1.07e-06,260219.9974,0.071666667
-6.239852987,0.13142298,0.093965873,228915.032,0.4878
-5.933092025,0.101823307,1.07e-06,383429.0454,0.446
-9.152228019,0.138403228,1.07e-06,304473.5149,0.819066667
-11.13436894,0.024206734,0.291331284,187894.9968,0.773466667
-7.937908651,0.027637444,1.07e-06,120213.4183,0.581466667
-6.918090434,0.073641721,0.16907409,266217.3961,0.764066667
-11.85356095,0.0235,0.227655669,251038.9476,0.2682
-2.259316777,0.187054031,1.07e-06,193783.1177,0.939466667
-7.302828736,0.105191894,0.297253427,256680.745,0.644466667
-2.603126799,0.069580462,0.047172073,217845.3776,0.269533333
-1.357,0.109974655,0.248534212,283127.1036,0.914933333
-3.210509467,0.0235,0.233152693,174228.816,0.443933333
-18.11778836,0.049917519,0.081996086,153789.627,0.156066667
-8.184374997,0.096138989,1.07e-06,283938.1889,0.721933333
-5.734532291,0.039544711,0.148787084,228548.8454,0.1718
-8.803618229,0.056613328,1.07e-06,234881.9921,0.943
-6.230850021,0.0235,0.514675491,322343.7367,0.7264
-7.605238841,0.099865747,0.039782704,301804.3008,0.124266667
-5.321539963,0.13309232,0.213041267,282707.0721,0.886066667
-20.69167105,0.0235,1.07e-06,149248.8209,0.895533333
-14.59819683,0.026088195,1.07e-06,187631.3777,0.789066667
-11.47956005,0.137862627,1.07e-06,285035.604,0.164666667
-9.695376029,0.17267348,1.07e-06,304004.7468,0.793066667
-7.500516696,0.148229926,0.110460655,198203.6587,0.162066667
-13.33130285,0.0235,1.07e-06,301379.787,0.197266667
-10.87575529,0.164704224,0.194649644,187224.2035,0.803333333
-2.590287646,0.027666418,0.085803175,259602.6101,0.159466667
-3.926645875,0.053954532,0.137738168,203571.2075,0.5174
-1.590999819,0.060206336,0.214743505,317101.9843,0.777733333
-19.91726246,0.0235,0.28268956,156299.2804,0.179933333
-1.434483869,0.051270358,0.287111562,335987.6922,0.442066667
-1.998324543,0.132569743,0.386461153,307527.8318,0.898866667
-5.612797486,0.076261812,0.185477709,197860.122,0.214933333
-21.62297741,0.0235,1.07e-06,251433.065,0.866266667
-6.73249495,0.101292418,0.160677841,148690.1762,0.746
-10.36405139,0.110108551,0.051885154,342841.6554,0.866
-13.93669234,0.040277158,1.07e-06,184936.4744,0.552133333
-14.93015268,0.144862242,0.064324955,338905.695,0.9748
-9.210432708,0.117962674,0.05412266,214901.9396,0.027933333
-6.97669402,0.030005781,1.07e-06,221915.9513,0.8706
-17.70427384,0.072192556,0.346710919,160955.6582,0.015333333
-11.08802525,0.202869053,0.110004102,72378.77384,0.5702
-14.94504227,0.050100662,0.406806727,179667.6329,0.901066667
-1.357,0.0235,0.263507582,217399.1919,0.8942
-7.509701703,0.17586057,0.046070544,195408.9682,0.7012
-13.16783139,0.133358342,0.207947928,243806.2127,0.9346
-11.47800216,0.091228093,0.052564663,155698.1096,0.332066667
-15.13281527,0.0235,1.07e-06,196213.7069,0.762866667
-10.24062631,0.111494994,0.220458443,243738.5406,0.8384
-1.357,0.24073374,0.282614658,326649.2604,0.549333333
-12.92501552,0.044142511,0.244946172,195706.6936,0.460333333
-1.357,0.092590026,0.243897015,188243.9607,0.852133333
-3.927784331,0.153705173,1.07e-06,211684.0472,0.506866667
-12.32673586,0.0235,1.07e-06,165782.6382,0.756666667
-8.256360213,0.065083142,0.401253272,169588.0836,0.176066667
-3.900770271,0.09832187,1.07e-06,241235.859,0.789466667
-10.52116124,0.068848808,0.490770649,343091.9461,0.993466667
-2.012148184,0.070248187,1.07e-06,315646.3977,0.4276
-8.468041351,0.145073692,1.07e-06,111348.4631,0.6614
-1.357,0.037581607,1.07e-06,263170.8164,0.8544
-9.951633729,0.0235,1.07e-06,240530.9337,0.699733333
-5.748939718,0.0235,1.07e-06,313433.0817,0.5216
-1.357,0.12036133,1.07e-06,304959.5588,0.214066667
-1.357,0.119625405,0.160784196,250398.7151,0.226
-1.357,0.103454608,1.07e-06,309410.5869,0.285066667
-18.12199639,0.0235,0.066270478,279086.9338,0.300466667
-10.75826972,0.035018646,1.07e-06,377471.9531,0.906066667
-11.91680914,0.165434575,0.030478616,252103.978,0.8302
-2.305083619,0.154555354,1.07e-06,334354.6585,0.9336
-18.70353191,0.043763353,1.07e-06,291618.1164,0.3636
-8.252783411,0.0235,0.440606162,181247.1435,0.567866667
-5.183839258,0.112671328,0.007210515,235398.9507,0.198533333
-4.944410691,0.112889968,0.098026943,168599.5096,0.293066667
-11.03384292,0.08905891,0.087468174,253868.6088,0.0718
-12.62712256,0.158921096,1.07e-06,260568.9837,0.203866667
-3.431668194,0.209702826,1.07e-06,316320.3774,0.9258
-14.04084104,0.0235,0.445691842,209428.8315,0.357666667
-9.662927907,0.037372063,0.397424188,231010.9133,0.066066667
-10.08909791,0.073426973,1.07e-06,313206.789,0.341
-12.48096776,0.101845262,0.492895444,193609.7719,0.3824
-1.357,0.042359122,0.018595704,249547.3158,0.154
-5.872180628,0.0235,0.313908081,246084.7977,0.504466667
-15.60824714,0.21785218,1.07e-06,223023.4633,0.949266667
-12.77151133,0.047764221,0.105294106,193027.2928,0.018666667
-2.674148601,0.086947537,0.401093788,285071.7111,0.7912
-7.420565167,0.050418439,1.07e-06,290524.8547,0.099
-1.357,0.060370119,0.068824426,388795.0435,0.1204
-15.63261836,0.074914415,1.07e-06,292625.292,0.8732
-7.701119327,0.0235,0.333394531,293567.7241,0.0168
-15.57872075,0.224640498,0.084600203,341295.5895,0.9
-12.75191787,0.097695661,0.172624209,232305.4397,0.8818
-7.98643461,0.133819133,0.083700775,189525.2914,0.297866667
-9.631141903,0.0235,0.132921247,284070.2082,0.365
-7.557626144,0.0235,0.507664322,197388.5242,0.348
-11.6105804,0.144196031,0.053475369,278531.5631,0.4558
-1.357,0.0235,0.03967091,125732.2354,0.1146
-1.357,0.217135967,0.188231647,340890.3669,0.632533333
-12.018981,0.0235,0.02809254,188969.9026,0.335933333
-5.227803376,0.04371482,0.391630236,145707.4052,0.700066667
-8.553859351,0.155332752,0.145211547,179931.227,0.815733333
-9.328935862,0.032617066,1.07e-06,218359.9671,0.400533333
-14.51226392,0.129975814,1.07e-06,358051.455,0.888266667
-9.467236146,0.101526719,1.07e-06,201608.4367,0.101066667
-6.370597135,0.045229996,0.184919863,248472.1026,0.381266667
-9.616859852,0.034749422,1.07e-06,280666.8148,0.5084
-13.03400604,0.07850777,1.07e-06,260559.9495,0.525333333
